"protocol","readout","SID","CCLASS","CCLASS2","LAC50","HILL","INF","ZERO","MAXR","NPT","FAUC","TAUC","DATA0","DATA1","DATA2","DATA3","DATA4","DATA5","DATA6","DATA7","DATA8","DATA9","DATA10","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","name","target","smi"
"s-cd47-4T1B-1","activity","NCGC00092364-05",1.3,4,-7.9292094394,3.2474983358,86.03099063,71.805206386,68.05246366,11,NA,NA,79.53099063,63.50950376,74.86976652,84.2644049,81.61921303,95.97118368,78.02767084,78.03614296,94.84873293,87.38192149,68.05246366,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"PNU-282987","CHRNA7","ClC1=CC=C(C=C1)C(=O)N[C@H]2CN3CCC2CC3"
"s-cd47-4T1B-1","activity","NCGC00092372-01",1.3,4,-7.9792094394,4.9549173134,86.673632896,92.1452129,88.81569441,11,NA,NA,92.6452129,91.31598992,91.99442128,84.2676895,86.67667857,90.40992202,85.87640989,84.14849736,81.41889623,90.87020236,88.81569441,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Necrostatin-1","RIPK1","CN1C(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC1=S"
"s-cd47-4T1B-1","activity","NCGC00092375-02",4,-1.1,-6.0792094394,2.1210667061,7.1829148401,103.1926118306,3.87535643,11,NA,NA,101.15648614,99.40931205,105.68164096,104.61144082,104.76688978,97.2317196,76.99038302,23.58698333,12.13877553,7.12763541,3.87535643,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"JNJ-16259685","GRM1","COC1CCC(CC1)C(=O)C2=CC3=C(C=C2)N=C4OCCCC4=C3"
"s-cd47-4T1B-1","activity","NCGC00092381-03",2.1,-2.2,-4.7292094394,0.9999999999,38.325990062,94.3623330899,52.27369427,11,NA,NA,95.86026992,95.61553841,97.25306257,96.05269567,93.46406399,92.91734545,91.63299092,83.67783962,85.69603877,69.62011893,52.27369427,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"ABT-702","ADK","NC1=C2C(=NC=N1)N=C(C=C2C3=CC(=CC=C3)Br)C4=CN=C(C=C4)N5CCOCC5"
"s-cd47-4T1B-1","activity","NCGC00092384-04",4,-2.2,-4.7792094394,1.55794881,-4.2441859159,92.236036479,12.40819526,11,NA,NA,95.67010114,90.39009161,94.69403595,92.4331701,87.05190124,96.74884187,92.39468136,83.59612106,80.09016509,45.67608337,12.40819526,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Fenobam","GRM5","CN1CC(=O)\N=C1\NC(=O)NC2=CC(=CC=C2)Cl"
"s-cd47-4T1B-1","activity","NCGC00092385-02",1.3,4,-7.1292094394,4.9549173134,94.27939796,87.080524044,83.82268302,11,NA,NA,93.77939796,88.90292056,80.69700303,85.10831358,89.59332113,95.90317298,93.26718827,96.81122308,94.31988773,90.42701563,83.82268302,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"LY-320135","CNR1","COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(C=C3)C#N)C4=CC=C(OC)C=C4O2"
"s-cd47-4T1B-1","activity","NCGC00093347-06",2.1,-2.2,-4.6792094394,1.9673362061,41.7977290711,99.749290537,46.37267866,11,NA,NA,103.55954852,93.94701899,100.41211344,100.69630623,104.47525849,99.77962652,102.92746579,91.9060226,95.71364909,83.38007587,46.37267866,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Mestranol","ESR1","COC1=CC=C2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCC2=C1"
"s-cd47-4T1B-1","activity","NCGC00093354-09",5,4,NA,NA,NA,NA,82.99433065,11,NA,NA,86.35457568,92.13808446,89.75878337,84.73188233,86.12130126,87.0234625,94.78362198,88.5232107,92.65142836,90.57140408,82.99433065,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Niacinamide",NA,"NC(=O)C1=CC=CN=C1"
"s-cd47-4T1B-1","activity","NCGC00093356-08",4,-1.2,-7.7292094394,0.6999999999,23.0473092604,93.4966569785,18.25950811,11,NA,NA,83.41199373,86.56624314,66.10252438,57.96051224,44.66196862,29.42281594,31.51752019,32.80459519,24.76619421,22.36393299,18.25950811,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cytarabine",NA,"NC\1=N\C(=O)N(\C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O"
"s-cd47-4T1B-1","activity","NCGC00093560-06",2.3,-2.4,-4.3792094394,0.3,43.5725290707,91.796370298,54.38132107,11,NA,NA,95.95359799,84.81361729,75.60434519,82.14777666,83.12006669,79.30973076,84.51559299,87.41563783,80.39275425,77.95756007,54.38132107,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Finasteride","AR","CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)\C=C/[C@]4(C)[C@H]3CC[C@]12C"
"s-cd47-4T1B-1","activity","NCGC00093656-03",5,4,NA,NA,NA,NA,74.12024482,11,NA,NA,88.35260648,79.34566323,83.29942136,81.59524114,85.68044274,83.6482022,82.87313228,88.25409464,89.01646464,89.01137538,74.12024482,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Brivudine","TERT","OC[C@H]1O[C@H](C[C@@H]1O)N2/C=C(/C=C/Br)C(=O)NC2=O"
"s-cd47-4T1B-1","activity","NCGC00093704-11",4,-3,-4.4292094394,4.9549173134,-5.3844235736,87.047022789,18.39460314,11,NA,NA,92.70406162,83.54585353,80.55904764,81.20512456,78.35269789,87.42728536,94.96499145,86.43794319,89.68268553,92.7932497,18.39460314,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cyclosporine A",NA,"CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C"
"s-cd47-4T1B-1","activity","NCGC00093706-05",5,4,NA,NA,NA,NA,86.33786326,11,NA,NA,96.6948661,75.86179658,76.64381512,79.90100872,90.06063631,87.14738814,80.75631235,90.31606224,87.1189476,85.32881936,86.33786326,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cephalexin",NA,"CC/1=C(/N2[C@H](SC1)[C@H](NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00093802-08",2.3,-2.2,-4.7292094394,2.7202212143,61.240855998,96.593128172,61.5265946,11,NA,NA,84.83945944,88.95943721,95.99520774,94.0423339,105.29493826,97.51540898,103.32739211,101.1088391,95.30313677,84.76037455,61.5265946,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Dehydroepiandrosterone",NA,"C[C@]12CC[C@H]3[C@@H](C\C=C/4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O"
"s-cd47-4T1B-1","activity","NCGC00093926-04",1.3,-2.2,-4.8792094394,1.01,11.7117551816,102.289943346,33.18111442,11,NA,NA,100.27286204,95.94410801,106.30640731,106.25161509,108.01030136,95.96889839,105.60253433,74.60384908,90.50664412,46.91928648,33.18111442,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Doxifluridine","TYMS","C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2\C=C(F)/C(=O)NC2=O"
"s-cd47-4T1B-1","activity","NCGC00093976-06",4,-1.3,-7.5292094394,2.2526478767,8.0865877748,91.154349974,5.96030551,11,NA,NA,85.6317772,90.58720188,95.50885003,62.06465611,94.63902067,12.42797755,7.91422254,7.6946462,8.56707305,8.76818137,5.96030551,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Idarubicin hydrochloride","TOP2A","C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]2C[C@@](O)(CC3=C(O)C4=C(C(=C23)O)C(=O)C5=C(C=CC=C5)C4=O)C(C)=O"
"s-cd47-4T1B-1","activity","NCGC00093985-10",1.3,4,-5.6292094394,4.9549173134,95.3839346239,102.03701832,92.57611524,11,NA,NA,96.03701832,102.9556033,102.48017884,98.23489799,103.63664303,110.3801433,102.14510721,100.83865614,95.07955646,99.22966309,92.57611524,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Metolazone","CA7","CC1NC2=CC(=C(C=C2C(=O)N1C3=C(C)C=CC=C3)[S+](N)([O-])=O)Cl"
"s-cd47-4T1B-1","activity","NCGC00094087-06",5,4,NA,NA,NA,NA,101.72192249,11,NA,NA,104.4844827,103.58354566,108.63259024,100.44285682,104.32702835,106.20252877,106.32925093,102.93821797,100.67683453,102.70897353,101.72192249,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Mizoribine","IMPDH1","NC(=O)C1=C(O)[N](C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O"
"s-cd47-4T1B-1","activity","NCGC00094112-06",4,-1.1,-5.2292094394,2.3331733767,-1.1564293639,86.3072532995,2.44586352,11,NA,NA,84.97452457,82.12637226,86.11354512,87.47961514,95.79128893,83.19580281,85.87390717,78.5417898,50.34220184,3.68678305,2.44586352,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"BIO","GSK3B","O\N=C1\C(NC2=CC=CC=C12)=C3\C(=O)NC4=CC(=CC=C34)Br"
"s-cd47-4T1B-1","activity","NCGC00094201-01",4,-2.2,-4.7292094394,1.34431,-0.4192659839,91.8278673419,14.73928015,11,NA,NA,90.53201082,85.36306374,98.82214971,91.22322288,95.84672893,92.54692285,96.12233229,82.55589164,72.43081189,56.8218774,14.73928015,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Masoprocol","ALOX5","C[C@H](CC1=CC=C(O)C(=C1)O)[C@@H](C)CC2=CC(=C(O)C=C2)O"
"s-cd47-4T1B-1","activity","NCGC00094226-11",2.3,-2.2,-4.7292094394,1.372261,27.060618122,90.84455802,38.22627389,11,NA,NA,94.05455273,82.55643586,81.87295093,91.50848793,87.03437444,97.43303793,97.35532882,100.32622099,69.88018951,69.32969703,38.22627389,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Piceatannol","SYK","OC1=CC(=CC(=C1)/C=C/C2=CC(=C(O)C=C2)O)O"
"s-cd47-4T1B-1","activity","NCGC00094358-17",1.3,-2.2,-4.9292094394,0.4,26.91053252,88.331430995,43.02093212,11,NA,NA,93.36593087,79.18279853,77.25853252,79.218959,77.92823823,74.92058803,81.10133685,73.23456757,63.88147446,59.32528495,43.02093212,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Isotretinoin","RARB","CC/1=C(\C=C\C(C)=C\C=C\C(C)=C/C(O)=O)C(C)(C)CCC1"
"s-cd47-4T1B-1","activity","NCGC00094374-05",4,-2.2,-4.7792094394,3.1319983358,18.908239073,87.004638018,20.05810682,11,NA,NA,86.03497532,83.6024406,85.56355657,83.42609994,84.43403678,100.36147984,82.78948492,84.53401337,89.3810425,57.695202,20.05810682,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Seliciclib","CDK1","CC[C@H](CO)NC1=NC(=C2N=C[N](C(C)C)C2=N1)NCC3=CC=CC=C3"
"s-cd47-4T1B-1","activity","NCGC00094419-06",4,-2.1,-4.8792094394,3.0654483358,2.0516763306,84.481494876,3.29130156,11,NA,NA,91.8359608,77.51410982,73.81572935,85.73220825,84.32679653,78.36774368,90.27636747,90.37742237,84.01692562,34.82756071,3.29130156,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"TPCK",NA,"CC1=CC=C(C=C1)[S+]([O-])(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl"
"s-cd47-4T1B-1","activity","NCGC00094552-04",5,4,NA,NA,NA,NA,97.45444312,11,NA,NA,94.72419449,104.24357835,99.10411716,105.99057647,106.72416763,105.68948875,101.60052417,96.18350643,100.51371664,97.123005,97.45444312,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Pyrantel pamoate",NA,"CN1CCC/N=C1/C=C/C2=CC=CS2.OC(=O)C3=CC4=CC=CC=C4C(=C3O)CC5=C(O)C(=CC6=CC=CC=C56)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00094571-07",1.3,-2.2,-4.8792094394,1.34431,53.3396283596,91.5562685,58.46369696,11,NA,NA,93.5562685,87.12241495,91.16291217,90.44116507,88.80290722,94.45065159,89.33838287,96.59800986,78.11146528,72.96389831,58.46369696,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Crotamiton",NA,"CCN(C(=O)\C=C\C)C1=CC=CC=C1C"
"s-cd47-4T1B-1","activity","NCGC00094575-01",2.3,4,-4.4292094394,4.9549173134,62.319645732,91.09747822,69.44928448,11,NA,NA,90.09747822,85.42408894,85.3349931,88.67466247,87.97074693,91.22081912,90.50174914,101.97692961,92.98645032,97.47258888,69.44928448,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Tolterodine tartrate",NA,"Cl.CC(C)N(CCC(C1=CC=CC=C1)C2=CC(=CC=C2O)C)C(C)C"
"s-cd47-4T1B-1","activity","NCGC00094580-05",1.3,4,-8.9792094394,4.9549173134,78.20425383,66.70425383,92.96322838,11,NA,NA,68.70425383,82.30771719,73.02387643,74.22068425,83.5182968,80.41312161,80.9925305,77.7205385,80.36325474,71.08196752,92.96322838,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Allopurinol","XDH","O=C1N\C=N/C2=C1C=N[NH]2"
"s-cd47-4T1B-1","activity","NCGC00094717-05",1.3,4,-5.4292094394,4.9549173134,93.21192036,86.782213116,89.5836007,11,NA,NA,88.21192036,88.01147653,91.9299007,90.45429443,86.71266376,81.60383099,83.46286061,83.56377475,92.62713909,92.59518354,89.5836007,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"6-mercaptopurine","HPRT1","S=C1N\C=N/C2=C1[NH]C=N2"
"s-cd47-4T1B-1","activity","NCGC00094763-03",1.3,4,-8.9792094394,4.9549173134,86.195331006,97.03449929,91.23335377,11,NA,NA,95.03449929,86.0669614,83.12836834,82.88917039,87.30687032,87.78546887,86.48339836,84.97156249,80.16852572,89.79593081,91.23335377,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Polymyxin B sulphate",NA,"CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)NC([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O"
"s-cd47-4T1B-1","activity","NCGC00094792-06",1.3,4,-5.7792094394,4.9549173134,83.31036016,76.0091601079,82.85322541,11,NA,NA,76.81036016,76.21566324,72.6276228,78.68644573,74.98116841,82.73313917,71.14269345,80.24139174,82.34564443,83.94825771,82.85322541,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Tioguanine",NA,"NC/1=N/C2=C([NH]C=N2)C(=S)N1"
"s-cd47-4T1B-1","activity","NCGC00094810-06",2.3,4,-5.2292094394,0.8999999999,91.89816202,78.675561072,81.06291111,11,NA,NA,80.89816202,75.71266123,76.56412162,78.63837239,82.3604758,77.86515286,80.5340983,82.38398169,83.4390181,88.64489458,81.06291111,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Warfarin sodium","VKORC1","CC(=O)CC(C1=CC=CC=C1)C/2=C(O)/C3=CC=CC=C3OC2=O"
"s-cd47-4T1B-1","activity","NCGC00094818-08",2.3,4,-4.7292094394,0.8999999999,67.7433201079,99.99279006,76.7015651,11,NA,NA,101.49279006,103.4209984,94.08503197,102.64001285,95.34460424,107.62878504,98.09980724,87.13364932,99.3369588,85.11801574,76.7015651,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Hexestrol","AKR1C1","CCC(C(CC)C1=CC=C(O)C=C1)C2=CC=C(O)C=C2"
"s-cd47-4T1B-1","activity","NCGC00094872-08",1.3,4,-4.8292094394,4.9549173134,75.085491658,92.28951489,75.86949553,11,NA,NA,89.78951489,94.2327776,89.18536609,85.46444607,91.34133021,94.13397123,99.50078121,89.08704979,99.55057212,82.06247477,75.86949553,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Piperine","MAOA","O=C(\C=C\C=C\C1=CC=C2OCOC2=C1)N3CCCCC3"
"s-cd47-4T1B-1","activity","NCGC00094889-05",5,4,NA,NA,NA,NA,77.70826107,11,NA,NA,82.25306631,75.75796567,76.07226247,80.30826507,79.80937275,79.95703406,82.76984168,64.16485654,77.18233025,84.59916338,77.70826107,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Fumalic acid",NA,"COC1=CC(=CC=C1O)/C=C/C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00094927-01",1.3,4,-5.8292094394,0.3,101.24286219,84.624232198,101.77478665,11,NA,NA,88.74286219,84.91424884,84.06067053,88.64767567,91.58533564,88.61666149,95.40695202,96.30036967,90.39582294,90.24958321,101.77478665,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Flunisolide",NA,"CC1(C)OC2CC3C4CC(F)C/5=C/C(=O)/C=C\C5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO"
"s-cd47-4T1B-1","activity","NCGC00094994-06",4,-3,-4.4292094394,4.9549173134,-22.0367436789,89.291141655,3.02845471,11,NA,NA,77.62288172,87.77940353,72.84996744,82.60311883,82.77413163,87.63265362,94.36188886,103.7025927,104.49158458,99.36463779,3.02845471,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Mefloquine",NA,"OC(C1CCCCN1)C2=C3C=CC=C(C3=NC(=C2)C(F)(F)F)C(F)(F)F"
"s-cd47-4T1B-1","activity","NCGC00095003-06",1.3,4,-7.4792094394,4.9549173134,95.76104716,89.58358272,86.47757666,11,NA,NA,91.76104716,94.04483612,87.27905285,84.94649346,103.33911968,97.00754166,94.24967441,94.88569683,95.68513362,88.69541146,86.47757666,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Tioxolone","CA1","OC1=CC2=C(SC(=O)O2)C=C1"
"s-cd47-4T1B-1","activity","NCGC00095023-04",5,4,NA,NA,NA,NA,87.27042328,11,NA,NA,85.54591788,79.70944059,85.3517769,90.00316432,88.27924275,78.0678087,83.68551268,83.46285717,78.42185353,89.54545303,87.27042328,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Ethisterone","PGR","CC\12CCC(=O)\C=C1CCC3C2CCC4(C)C3CCC4(O)C#C"
"s-cd47-4T1B-1","activity","NCGC00095042-08",1.3,4,-6.2792094394,1.98874246,89.487247552,105.00034914,89.50007675,11,NA,NA,95.50034914,108.76830317,108.11533672,105.8169497,105.16094516,104.86184194,94.95306711,92.85680175,92.29790219,85.48943115,89.50007675,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"ThioTEPA",NA,"S=[P](N1CC1)(N2CC2)N3CC3"
"s-cd47-4T1B-1","activity","NCGC00095055-03",4,-2.1,-5.3792094394,1.5385888099,11.213806727,96.8746897899,6.51472712,11,NA,NA,96.88164264,96.81797594,86.86991702,98.40121294,96.14402281,101.58425562,98.89731604,80.00809671,40.61263553,33.32945142,6.51472712,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Salinomycin","WNT1","CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C2OC\3(O[C@]4(CC[C@@](C)(O4)C5CC[C@@](O)(CC)C(C)O5)C(O)\C=C3)C(C)CC2C)C([O-])=O"
"s-cd47-4T1B-1","activity","NCGC00095089-11",5,4,NA,NA,NA,NA,100.32428612,11,NA,NA,100.16910036,105.57815291,102.04253425,97.60721562,104.72815391,106.46019955,108.67692437,100.3700104,102.3659856,103.21192935,100.32428612,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Fluconazole",NA,"OC(C[N]1C=NC=N1)(C[N]2C=NC=N2)C3=CC=C(F)C=C3F"
"s-cd47-4T1B-1","activity","NCGC00095099-04",4,-2.2,-4.7792094394,0.8999999999,-13.2888538735,80.636413992,11.34728196,11,NA,NA,88.33520644,76.69542226,74.3287733,71.44052008,84.97245906,72.51146944,79.93207814,71.39636502,50.89808386,40.93585696,11.34728196,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Sildenafil citrate","PDE5A","CCCC1=N[N](C)C2=C1\N=C(/NC2=O)C3=CC(=CC=C3OCC)[S+]([O-])(=O)N4CCN(C)CC4"
"s-cd47-4T1B-1","activity","NCGC00095107-10",4,-1.2,-5.4792094394,3.2474983358,8.6042292447,85.415131373,5.56074394,11,NA,NA,86.26717763,88.80907101,80.86032886,89.08120651,85.98713113,85.43829598,81.54800585,78.08592828,24.65261931,11.37656164,5.56074394,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Gliclazide",NA,"CC1=CC=C(C=C1)[S+]([O-])(=O)NC(=O)NN2CC3CCCC3C2"
"s-cd47-4T1B-1","activity","NCGC00095109-06",5,4,NA,NA,NA,NA,82.85447395,11,NA,NA,83.62700543,82.45364258,89.10560018,89.15639467,83.27662161,93.58283096,79.51400817,84.44189897,93.44878242,93.08512958,82.85447395,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Venlafaxine hydrochloride","HTR1A","COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2"
"s-cd47-4T1B-1","activity","NCGC00095112-04",4,-1.1,-5.1792094394,1.372261,-0.1619522011,89.153470373,6.70739719,11,NA,NA,92.57426458,89.91188386,74.71494857,95.91533926,90.24359587,88.20505485,90.79153886,69.39650002,59.6281556,17.23142489,6.70739719,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Avobenzone",NA,"COC1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)C(C)(C)C"
"s-cd47-4T1B-1","activity","NCGC00095118-05",1.3,4,-5.5292094394,0.4,99.93762041,78.306341858,95.96812737,11,NA,NA,83.93762041,78.24025298,76.82653214,74.66155495,87.48738122,79.66411155,91.28237483,90.71043398,82.85226882,94.38437757,95.96812737,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Rofecoxib","PTGS2","C[S+]([O-])(=O)C1=CC=C(C=C1)C/2=C(/C(=O)OC2)C3=CC=CC=C3"
"s-cd47-4T1B-1","activity","NCGC00095124-06",2.3,4,-4.6792094394,2.3331733767,71.150629754,93.66261085,73.56929327,11,NA,NA,95.66261085,92.95960344,95.73180832,83.32826767,90.54410531,90.9359579,104.27979785,94.57926462,92.34333319,86.62877906,73.56929327,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Rosiglitazone","PPARG","CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=CC=N3"
